,Price,SquareFootage,NumBathrooms,BackyardSpace,CrimeRate,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,PreviousSalePrice
4547,214925.2506,955.53,2,551.57,40.47,129.1,15.78,99.9,1.61,337922.5119
4548,296121.6951,1289.15,1,381.0,13.69,50.84,37.08,89.59,1.37,251688.49
4549,576844.7542,1465.01,1,779.62,37.95,82.81,41.14,90.37,0.94,503354.5742
4550,263985.8704,550.0,1,134.22,5.91,15.1,45.95,99.9,1.87,208910.1716
4551,304756.3378,1085.09,1,232.62,36.79,14.58,7.84,92.66,1.31,157244.5078
4552,189832.326,1357.24,3,487.59,40.03,112.57,12.65,90.64,1.41,159267.4294
4553,202350.4343,894.61,1,191.89,40.59,27.97,3.02,91.29,1.93,197729.3597
4554,279742.0998,781.61,4,879.97,33.61,58.94,25.57,97.68,0.99,292757.7727
4555,365250.9789,923.93,2,1085.37,11.62,16.68,12.24,87.43,1.64,255664.8089
4556,178681.0914,706.65,1,346.58,54.6,36.93,21.73,92.57,1.83,145196.911
4557,315163.4511,550.0,4,357.44,3.34,49.7,19.18,94.73,2.13,237651.5078
4558,337640.8887,550.0,2,1018.14,17.88,7.94,13.92,96.73,1.17,189790.206
4559,338380.9694,1307.18,3,149.03,41.85,17.04,29.95,97.78,1.74,404923.0272
4560,238884.6266,627.78,1,219.09,5.84,12.27,18.14,94.47,1.46,216202.937
4561,263931.7455,758.47,1,233.15,45.77,1.05,29.78,89.96,1.17,237253.1826
4562,248163.8659,550.0,3,684.38,7.08,6.45,22.31,93.99,1.82,255620.0213
4563,404050.905,1320.61,2,483.65,34.88,111.94,35.85,99.51,0.86,452739.7733
4564,109352.9138,550.0,4,621.84,52.63,89.9,6.02,90.35,1.92,39142.10022
4565,277572.963,770.0,3,270.97,18.02,72.95,8.05,88.0,2.02,256793.7415
4566,106959.66,724.56,2,657.44,25.11,83.92,16.81,95.44,2.41,41842.93369
4567,389877.9007,1247.08,3,570.02,22.63,31.55,9.34,95.26,1.75,500495.2123
4568,354930.9638,1838.25,3,1009.36,26.82,4.07,6.61,83.16,1.4,291117.0163
4569,115802.4219,550.0,4,307.61,10.8,93.42,23.02,95.98,1.02,27563.54598
4570,98485.69882,564.91,2,394.99,45.97,100.32,14.04,98.37,1.85,9832.915059
4571,540260.287,1457.94,2,30.7,60.65,49.68,20.53,93.47,1.91,338836.4137
4572,442637.1756,1873.84,4,723.11,56.02,24.27,28.09,96.75,0.82,602019.1851
4573,302551.636,1255.1,2,24.77,33.92,59.09,17.8,94.89,1.34,276206.5336
4574,324159.0214,673.6,1,716.87,45.2,41.93,21.32,92.12,2.25,371811.887
4575,143602.3822,550.0,1,189.21,36.8,24.34,8.64,86.38,2.33,83277.7123
4576,223068.5627,1686.0,1,674.65,27.07,6.95,20.84,83.63,2.42,425683.0816
4577,262492.94,550.0,2,614.44,19.23,58.42,22.13,96.36,1.87,239466.9223
4578,260509.4674,1027.78,3,633.18,50.39,13.77,25.42,88.62,2.29,353128.1385
4579,271793.6411,1377.31,3,505.29,3.31,36.77,3.27,96.75,2.01,639221.7557
4580,259399.4509,557.97,2,214.17,13.79,112.75,7.06,92.91,2.3,150855.3204
4581,468140.4991,1074.82,2,915.9,43.43,23.2,1.09,99.9,1.86,428905.1684
4582,291864.0579,1371.17,1,539.34,33.51,71.63,2.95,95.12,0.96,282391.9207
4583,380776.593,861.76,2,33.53,56.54,33.31,42.45,93.15,1.15,271429.5045
4584,214713.2961,1503.95,2,652.72,64.63,82.0,22.69,85.68,0.94,224864.7927
4585,225548.965,905.01,2,937.71,42.12,81.71,3.38,99.75,1.43,230912.6636
4586,99853.44799,926.68,1,358.07,12.14,9.61,12.01,93.28,1.42,-1565.999309
4588,410194.7332,1395.04,2,770.71,2.21,50.88,4.39,95.33,1.42,463784.5097
4589,415681.7376,1348.39,4,529.29,45.88,53.64,17.06,95.14,1.61,336698.3623
4590,315691.7607,1095.87,2,86.61,63.3,140.86,5.08,94.71,2.3,271020.5549
4591,176290.8751,580.3,3,59.3,4.45,64.01,6.16,91.3,2.37,197539.4311
4592,579376.8411,1662.55,3,929.42,36.44,25.53,8.35,96.24,1.52,516049.376
4593,426874.8922,1295.75,4,246.93,25.85,57.03,36.37,99.9,1.33,276557.1858
4594,95474.22338,726.76,1,919.43,28.83,98.47,32.61,91.83,1.34,3059.696499
4595,570208.7807,984.08,5,731.79,37.81,70.55,3.22,88.74,0.82,387826.079
4596,405574.4351,1858.88,2,126.44,54.62,5.3,13.29,88.1,0.96,547758.8897
4597,416945.0408,1678.52,1,525.2,34.36,11.78,0.51,94.62,1.03,307500.2705
4598,219864.9676,1070.9,2,683.25,38.34,76.04,4.25,93.18,1.96,155629.7633
4599,261685.8617,879.07,2,239.51,15.38,51.26,26.82,90.09,2.15,293589.0855
4600,381506.6625,1027.66,3,523.99,11.9,37.96,52.37,92.7,1.45,435646.4028
4601,351533.8074,1218.48,2,428.84,35.24,22.73,3.05,99.9,0.69,348394.5202
4602,387918.9435,550.0,2,1.3,43.15,37.28,12.36,89.37,2.53,330826.6085
4603,322811.1839,550.0,2,342.1,26.33,72.02,29.65,96.61,1.89,330565.4108
4604,133195.6287,550.0,2,185.79,29.97,138.4,47.85,92.38,2.45,101077.8511
4605,299295.496,1285.02,2,507.52,5.25,14.79,34.39,83.43,1.19,671224.2529
4606,462143.3224,1648.03,3,574.84,49.74,89.62,6.45,99.9,1.11,480199.6947
4607,240893.2553,845.65,3,534.13,12.44,77.76,19.15,88.94,1.54,184681.7162
4608,251833.8761,1173.04,2,874.51,1.41,71.7,30.62,88.87,1.64,366773.244
4609,315108.9475,550.0,3,56.44,11.19,28.94,1.58,91.98,1.45,466900.2158
4610,182011.2419,1129.54,1,571.13,3.09,38.96,0.72,97.92,1.67,188813.1975
4611,402016.5032,1452.3,2,446.97,57.55,77.95,16.42,89.84,1.44,394753.783
4612,385041.5546,957.8,1,531.17,6.13,104.45,0.4,99.27,0.68,632404.9722
4613,313837.4258,760.98,3,811.64,19.6,35.61,4.08,98.43,2.12,227574.6829
4614,251505.5591,1092.77,1,447.63,35.32,48.44,25.16,91.3,1.86,159487.0615
4615,409191.0991,1099.78,3,386.22,14.22,1.07,31.81,98.94,1.28,298515.2495
4616,126313.9809,665.49,1,98.19,49.37,79.69,18.46,99.9,2.07,38016.2341
4617,357928.3393,1288.96,2,273.31,13.53,100.91,23.56,99.9,1.1,288884.1792
4618,224321.015,917.84,1,958.22,41.45,13.76,18.57,99.9,0.97,256439.559
4619,149019.5725,714.95,2,437.41,17.09,26.98,4.86,94.73,1.77,35651.44806
4620,553654.66,1306.01,2,351.62,27.31,18.59,14.59,93.56,1.98,476294.6475
4621,382816.8382,1542.26,1,991.18,45.74,36.64,31.53,89.82,0.72,280898.3741
4622,418497.7631,1241.63,3,332.68,55.69,63.7,10.24,90.76,1.63,348844.7852
4623,171317.9705,550.0,1,652.12,17.89,85.32,42.83,85.78,2.44,83060.39447
4625,215912.1479,1110.26,2,54.81,36.68,27.26,3.35,99.9,1.59,283749.8461
4626,534702.9622,1065.79,2,477.23,23.03,3.46,10.25,99.9,1.07,341547.2895
4627,417029.354,1141.4,2,1145.94,4.85,74.46,21.93,90.42,0.98,387645.1059
4628,233957.5616,856.95,2,382.5,25.33,26.41,29.51,93.75,2.6,153369.3663
4629,327234.425,763.97,3,39.86,10.03,6.04,14.95,99.25,1.36,379143.2008
4630,333298.017,2168.2,3,436.55,38.99,20.77,11.87,88.54,0.39,511879.9257
4631,339282.0108,550.0,4,415.03,48.5,63.83,5.97,98.82,1.24,346577.2325
4632,562999.5872,1714.11,2,155.15,20.35,4.5,18.4,97.37,1.24,701629.0006
4633,431051.9091,1307.6,3,718.87,23.52,73.47,1.89,91.21,0.99,347666.6671
4634,255378.1812,1288.26,4,168.4,13.93,18.25,3.88,94.77,1.35,403938.3577
4635,419966.6879,623.86,3,133.06,17.15,24.32,12.96,89.79,1.17,381900.3685
4636,323164.5796,1871.4,3,1056.66,30.08,44.64,0.39,92.26,2.28,315170.3715
4637,314236.1486,820.01,3,317.93,52.33,46.57,35.11,87.26,1.55,218881.1612
4638,195135.8534,1046.79,2,342.15,43.06,3.39,5.36,96.52,1.87,275178.7324
4639,217285.9195,550.0,3,1018.34,52.34,107.13,20.01,86.13,2.34,158870.8989
4640,365893.4119,909.46,2,355.83,47.66,29.92,40.83,87.72,1.59,375324.5264
4641,505841.4163,1605.13,4,218.65,31.79,71.25,28.81,92.98,1.66,760811.0036
4642,209952.1873,820.43,4,573.52,6.66,29.49,11.73,93.67,1.22,400560.8235
4643,331645.9971,555.11,4,620.0,25.52,25.87,14.47,97.48,2.02,436442.9132
4644,524566.7559,1491.39,2,554.25,15.06,51.55,19.55,99.9,1.76,573285.9698
4645,347973.3019,1076.54,3,835.25,36.0,80.9,20.35,97.73,1.74,236218.3637
4646,221693.1649,709.6,2,620.74,48.03,135.99,35.75,95.62,0.64,271168.2068
4647,363091.1189,1155.32,3,773.04,61.11,98.26,23.92,99.9,2.34,405567.3961
4648,244951.2147,652.27,2,631.93,30.51,53.99,10.93,99.9,1.44,164529.1517
4649,192413.1469,558.96,4,235.51,60.72,93.16,22.11,98.49,1.63,221524.3637
4650,590190.2551,773.57,2,366.43,7.52,33.66,24.91,99.9,2.18,386219.5939
4651,159265.5551,1070.92,1,319.64,17.59,12.8,8.75,96.27,1.35,168453.8983
4652,219732.3079,829.94,3,1120.61,66.7,40.09,5.33,97.8,1.16,129394.5473
4653,424931.799,893.69,2,98.22,1.71,34.64,24.67,96.21,0.29,459249.3984
4654,254894.2626,966.69,1,583.37,33.42,19.26,16.82,97.61,1.41,244161.9048
4655,334952.6535,1342.51,2,418.09,39.6,89.1,29.53,89.85,1.41,486856.5137
4656,320519.9801,975.39,2,398.81,28.83,57.76,2.56,86.58,1.0,284606.9742
4657,350686.3764,1251.08,3,282.53,74.56,29.14,18.03,95.17,1.85,252622.2238
4658,295860.5658,1515.32,2,624.82,34.98,38.55,29.93,81.18,1.26,243725.6442
4659,649298.622,1316.59,2,163.96,20.24,15.55,1.67,93.89,1.51,447732.4035
4660,345709.3186,1512.19,3,922.08,8.59,0.65,1.55,87.46,1.82,323362.3617
4661,92601.95258,785.99,1,1001.37,45.85,37.87,5.88,84.44,1.93,7494.090684
4662,356303.0078,1449.57,2,218.06,52.99,16.22,11.04,89.94,1.34,373925.4367
4663,230285.191,1314.72,1,424.09,69.8,12.22,20.94,99.9,1.62,405786.6162
4664,194009.7516,1461.93,1,637.14,18.28,58.68,31.49,84.14,2.41,164682.8475
4665,362670.4233,1256.39,3,592.6,24.11,49.84,23.73,97.9,1.07,506266.7364
4666,533177.8282,1346.49,2,458.14,23.97,23.66,12.38,93.63,2.11,389183.5316
4667,110478.7079,550.0,2,509.05,15.73,65.38,46.02,94.83,1.71,18617.76424
4668,632980.112,1438.33,1,442.11,54.95,3.76,0.15,91.8,0.86,363240.0025
4669,268212.9448,550.0,3,551.36,48.43,91.32,16.36,90.16,2.21,331910.059
4670,338296.8778,1864.9,3,468.03,28.07,46.56,22.83,92.5,1.53,446020.9142
4671,280460.0013,786.88,2,585.04,10.02,29.73,24.81,97.57,1.11,432458.034
4672,530535.336,1517.93,2,446.08,25.24,9.86,13.14,97.69,1.1,496716.6455
4673,278794.3901,1136.23,2,634.95,54.97,19.17,6.92,95.79,1.72,324830.0812
4674,158109.1568,908.6,2,553.36,31.84,59.84,16.4,96.07,1.09,180469.6874
4675,538335.1467,1227.38,3,516.62,18.63,13.71,19.05,91.81,1.19,459223.766
4676,610064.7447,1965.15,4,860.28,33.12,5.7,8.05,98.68,1.42,684518.1409
4677,494626.2819,1394.47,4,143.41,45.53,15.34,1.5,96.11,1.26,319132.6757
4678,557984.5278,1325.14,1,176.86,51.31,5.75,2.39,86.76,1.35,651145.1154
4679,560479.0962,1596.29,2,1016.59,36.79,74.34,9.32,99.9,1.61,390021.9643
4680,307637.3231,1414.96,4,279.23,12.03,100.19,3.08,98.53,1.75,380673.9543
4681,368884.3212,1655.84,2,308.0,48.71,18.33,44.35,98.73,2.1,625739.7385
4682,304127.0367,1838.44,1,366.11,78.07,27.79,12.95,98.67,1.47,287754.6252
4683,243042.0806,658.32,1,306.39,35.95,55.64,22.35,99.9,1.42,137837.1655
4684,376806.9077,961.97,2,301.57,8.25,26.12,12.76,95.89,1.28,243897.1949
4685,469787.4253,1015.62,1,1127.22,73.91,70.79,21.1,99.9,1.7,381498.329
4686,311210.3652,1111.9,2,641.02,13.68,10.92,0.12,95.18,2.01,524650.8324
4687,234473.6827,1475.33,2,486.98,42.45,88.55,35.53,93.76,1.17,247263.2726
4688,93040.74187,1506.92,1,657.32,22.06,8.3,15.7,84.63,1.28,8077.514159
4689,263076.735,669.41,2,314.18,25.21,56.62,2.08,83.98,1.23,433529.4259
4690,181925.901,1515.29,1,720.04,25.99,20.59,12.47,93.68,1.24,146302.3923
4691,107197.9481,550.0,1,862.81,14.7,57.79,14.11,95.36,0.66,18672.51448
4692,659535.8009,1486.33,5,425.2,44.52,40.15,11.44,90.62,1.59,702790.3241
4693,323227.9855,882.68,1,351.27,23.34,104.31,15.5,96.97,1.27,226798.5945
4694,144485.8132,550.0,1,516.29,54.23,38.69,42.84,97.8,2.14,104023.5457
4695,727579.8901,1406.63,3,719.49,37.15,75.46,7.79,99.9,1.44,771461.4466
4696,381488.4294,1630.8,1,351.78,5.46,27.43,9.14,90.71,0.98,293601.0958
4697,275558.7316,550.0,4,26.09,18.53,4.82,31.67,99.9,1.79,236974.2049
4698,465411.917,2295.73,1,153.98,16.34,53.56,41.12,97.27,1.41,537501.1359
4699,440762.3342,1519.89,3,848.64,20.01,58.39,16.04,93.53,1.54,455651.7302
4700,447754.7187,1729.89,4,190.17,12.56,63.05,1.84,99.9,1.08,705508.7934
4702,96879.55619,550.0,3,576.47,16.83,117.39,16.42,97.44,0.94,11494.03147
4703,98622.30842,550.0,1,1089.85,50.56,84.97,3.25,88.74,0.94,5955.484404
4704,215155.1638,1795.33,1,644.33,55.56,79.78,33.87,92.93,1.27,212431.6387
4705,382171.5594,550.0,2,575.87,34.45,8.19,5.6,96.08,1.46,268460.7971
4706,337620.1849,1032.22,1,48.87,3.49,75.69,25.44,93.82,2.08,307160.8227
4707,288933.766,1256.23,2,9.5,59.45,33.06,6.6,91.82,1.16,373222.1191
4708,330861.4805,550.0,3,388.17,29.39,0.67,18.07,87.05,0.82,286407.2905
4709,449684.8712,1569.79,3,533.2,41.49,8.61,6.62,98.44,1.37,277148.2561
4710,236439.5814,1429.04,1,73.71,29.92,12.25,27.45,90.72,1.91,437653.3554
4711,104947.8917,786.95,1,938.74,14.92,74.98,27.2,95.86,1.55,12933.79057
4712,155735.0323,891.35,2,13.67,47.95,96.4,23.18,92.97,1.58,135974.6844
4714,232443.1219,550.0,1,551.48,20.52,46.07,22.28,95.35,1.4,211096.8885
4715,385007.861,1746.58,2,857.46,26.04,21.2,10.77,87.46,1.94,414444.9818
4716,327068.3617,1674.78,2,126.6,67.71,35.09,23.0,88.65,2.27,345753.6257
4718,252967.1785,938.83,3,382.79,65.14,42.26,20.26,94.75,1.46,280534.2135
4719,501007.4446,1625.37,3,639.07,49.12,63.72,16.29,83.92,1.46,416237.3035
4720,225891.6674,1261.69,2,440.8,11.54,7.6,8.31,98.66,1.7,411441.7621
4721,364915.3492,1328.73,4,780.46,29.1,54.25,31.38,98.69,1.22,362558.6935
4722,388822.7101,550.0,3,111.45,33.57,1.93,8.14,88.1,1.97,389309.5295
4723,160359.5372,757.98,1,76.09,17.33,41.07,0.54,98.61,1.24,44343.08038
4724,210121.9913,756.78,2,1119.42,60.31,12.68,10.76,99.9,1.33,144308.5631
4725,127574.0886,732.92,2,53.89,39.45,63.45,17.92,99.22,0.92,47104.88667
4726,182677.8882,931.09,1,710.41,0.12,42.88,1.76,99.9,0.64,164916.2286
4727,400707.8397,1487.34,3,531.51,11.06,46.9,26.79,90.65,1.52,360195.6245
4728,326625.5843,974.67,1,396.72,37.66,3.81,40.37,93.59,1.57,284048.4528
4729,232593.1716,1145.22,1,94.04,60.4,15.36,16.73,98.41,2.1,176059.6077
4730,175056.4765,1208.75,1,574.9,48.69,5.27,19.73,97.65,1.28,65035.45925
4731,343336.0697,1632.39,1,302.13,56.08,48.25,6.6,92.76,2.1,247899.8295
4732,162292.7792,833.03,2,687.81,14.16,59.25,7.22,86.84,1.38,151147.1985
4733,164522.24,550.0,2,812.41,24.25,13.02,20.94,97.22,1.24,62811.57198
4734,407825.9763,949.38,2,908.91,13.59,2.19,27.09,99.9,0.91,387140.7155
4735,197612.8364,836.49,1,576.88,20.09,20.58,8.37,82.63,2.61,200800.0944
4736,239893.8764,845.84,2,590.94,40.94,40.86,4.84,96.38,0.7,229053.47
4737,242504.056,550.0,4,173.63,28.86,46.4,18.66,82.06,2.13,276141.5568
4738,237318.6527,945.51,2,585.59,4.92,28.81,12.59,91.57,2.04,510196.8094
4739,442888.6542,1451.42,3,414.73,50.98,7.24,14.36,87.79,1.43,558252.0006
4740,344078.7362,858.81,3,567.14,29.75,25.04,28.27,93.51,1.36,309375.5433
4741,442225.0674,1371.0,2,397.63,13.65,26.75,16.49,92.33,1.75,447884.1954
4742,151369.7369,727.95,2,358.09,14.56,60.61,47.94,92.23,1.68,92018.26896
4743,264253.4463,964.89,3,514.23,49.67,35.09,36.67,99.84,1.62,168373.8767
4744,112204.4099,581.23,1,763.99,17.23,59.57,29.59,93.95,2.14,39236.37427
4745,377464.8036,1964.38,3,729.91,43.64,72.74,14.16,99.9,0.94,549599.9039
4746,149314.6665,550.0,3,649.63,2.33,104.11,43.68,97.47,2.51,59847.25924
4747,468030.9994,1414.68,2,331.15,8.62,124.81,12.54,99.9,1.17,652804.2848
4748,536376.4065,1360.17,3,237.51,18.24,73.41,7.49,92.08,2.62,351649.5498
4749,110050.8784,550.0,2,572.73,38.91,79.91,29.17,99.9,2.95,43772.6327
4750,402029.5958,694.21,3,688.34,27.12,100.3,14.72,99.49,0.88,271877.9809
4751,334716.2929,1128.87,2,446.52,39.81,9.6,12.12,93.43,0.97,287446.3584
4752,158162.5983,993.92,2,215.54,21.52,14.32,21.83,97.64,1.46,157893.7129
4753,269316.6177,620.25,3,387.32,5.02,9.51,20.1,92.78,1.8,228638.1768
4754,329770.112,1558.39,2,451.96,45.11,18.19,6.47,93.6,1.28,388734.3426
4755,265397.8247,1399.62,2,327.22,37.13,51.08,10.89,99.08,1.34,349710.939
4756,458499.8035,881.16,4,492.47,21.01,65.12,29.89,98.68,2.03,518750.0277
4757,609953.1005,1299.92,3,344.43,4.53,46.94,8.29,99.9,1.38,464370.0251
4758,461667.4612,1041.61,4,452.98,38.52,33.98,2.68,89.56,1.42,393464.2375
4759,196232.7393,550.0,5,653.86,40.98,46.3,18.35,83.6,2.0,98410.02935
4760,381405.3245,933.03,2,755.42,20.38,12.87,9.0,90.85,1.69,246671.3996
4761,212914.6987,550.0,3,731.51,6.5,74.26,11.1,95.27,0.82,205015.8322
4762,229358.8883,641.2,1,630.4,27.42,71.38,0.09,97.46,2.32,112407.1559
4763,131801.5547,1153.1,2,369.2,17.98,116.4,26.08,82.91,1.62,48828.67409
4764,230289.9546,1539.74,1,595.27,20.27,64.99,32.9,96.25,1.5,339288.323
4765,339288.0054,550.0,3,467.19,40.19,55.13,1.0,85.04,1.31,219612.5386
4767,498424.3949,1353.38,3,3.59,20.85,50.78,8.75,99.26,0.94,504520.8392
4768,198567.0514,615.7,3,522.94,12.51,18.66,22.49,99.9,1.43,100739.6402
4769,370207.3866,1543.39,3,520.44,13.03,20.86,8.52,97.81,1.43,758176.2996
4770,158445.3716,550.0,2,332.98,68.79,51.46,22.46,96.61,1.29,62957.37851
4771,515634.3517,1049.9,3,310.73,63.55,48.24,16.32,91.19,1.94,422112.7146
4772,551832.3252,1089.99,3,502.54,33.99,11.19,24.4,99.9,0.86,675943.7717
4773,361156.3934,1382.24,2,42.32,25.82,3.68,23.02,93.94,1.26,316757.8728
4774,88969.66014,661.47,2,583.96,2.68,13.6,13.29,90.67,1.07,8206.973084
4775,95470.82672,1367.54,1,885.22,11.23,62.54,3.12,89.34,1.53,-543.5423055
4776,218414.7041,1303.03,1,758.94,23.55,66.82,5.21,91.44,0.62,154037.5445
4777,391558.7268,2273.6,4,780.72,30.92,13.08,6.84,91.77,1.39,748616.7515
4778,168431.4026,550.0,2,805.51,42.01,92.68,36.52,93.92,1.59,161244.5908
4779,406498.23,836.34,2,737.65,21.47,54.44,10.24,93.65,2.01,655311.8839
4780,316356.8508,1188.25,1,652.33,2.69,24.32,29.03,87.7,1.25,343984.6602
4781,574331.2741,1194.72,4,946.89,31.38,49.07,8.36,93.42,1.71,428980.3789
4782,344229.169,550.0,2,218.95,53.36,95.67,35.59,87.21,2.44,285872.2499
4783,476215.8951,995.2,3,815.1,21.2,36.0,14.4,94.9,1.18,354683.9536
4784,363716.895,1445.21,3,107.18,58.13,2.75,16.01,86.09,1.73,482756.7522
4785,286409.3475,561.83,3,722.94,24.49,28.72,35.85,99.9,1.66,188877.1898
4787,395024.0609,1277.81,3,677.44,53.05,36.75,3.54,99.9,1.22,741544.3407
4788,322453.786,813.53,2,870.53,40.22,75.91,4.37,97.58,1.18,276453.8599
4789,191659.7138,942.63,1,166.58,32.47,28.16,7.47,90.82,1.38,156247.5541
4790,317519.7226,970.6,3,282.17,28.08,35.82,7.19,95.66,2.45,380166.7752
4791,433995.0296,862.04,2,23.67,7.96,89.78,14.97,95.04,1.21,348796.9462
4792,114055.9299,795.56,1,18.23,29.24,45.73,15.95,95.2,1.91,5168.592954
4793,621514.0038,647.08,3,5.52,34.31,18.66,32.71,98.96,1.76,393007.2329
4794,475681.4227,1373.44,3,394.22,39.45,25.92,22.01,84.97,1.12,499854.7564
4795,625194.5566,761.55,2,184.15,0.14,15.85,2.04,93.78,0.45,653559.2489
4796,564601.8115,1346.8,4,1243.9,52.18,68.64,8.26,94.13,1.28,753679.8619
4797,218627.8816,931.9,3,758.73,14.69,63.44,24.37,90.94,0.96,174550.4167
4798,300301.079,1674.24,2,425.64,29.0,58.29,24.63,92.56,1.99,281675.2183
4799,616482.7778,1999.62,1,793.89,7.78,106.8,7.76,99.1,2.23,418452.767
4800,338867.9445,737.53,2,738.21,43.53,25.63,17.91,96.71,1.46,221591.8354
4801,340863.3536,996.24,1,117.07,27.0,38.86,13.49,85.4,2.39,247092.6927
4802,469792.0289,1477.56,3,354.77,54.42,5.48,14.8,98.99,0.5,581847.1356
4803,160304.1753,748.56,1,861.18,46.92,52.77,35.37,93.94,1.14,160492.2693
4804,175759.5376,694.38,2,691.32,4.9,70.92,30.89,93.07,1.65,124366.9774
4805,139838.0712,622.83,1,135.44,63.91,86.7,23.43,93.01,1.24,135552.1354
4806,219846.6577,690.57,2,714.01,35.1,22.49,19.19,95.07,1.17,314649.6003
4807,611335.534,1594.79,3,423.56,36.53,44.55,4.78,96.85,1.44,461922.6215
4808,187995.7479,550.0,1,241.85,41.95,47.1,15.7,96.35,1.36,182684.0355
4809,404071.5205,1487.0,1,806.68,31.53,35.92,3.82,94.64,1.95,284204.8479
4810,196785.7624,550.0,2,489.95,43.86,50.51,4.81,96.23,1.57,128484.8194
4812,225913.5844,825.1,4,1158.99,64.25,36.68,24.23,96.93,0.9,421392.4962
4813,117918.5277,550.0,2,91.61,4.3,34.32,20.35,99.9,1.75,41700.97327
4814,329247.9503,1485.34,4,383.98,67.23,70.23,0.04,95.14,1.26,725765.1558
4815,147335.3796,596.2,2,441.08,2.24,64.7,27.12,95.39,2.22,198458.3948
4816,324846.9354,716.61,3,995.09,6.22,18.49,16.95,99.9,1.1,419810.9548
4817,495124.7829,1059.29,3,616.14,17.83,12.61,6.14,92.79,1.62,382300.2905
4818,616912.2781,1772.17,2,479.68,21.26,72.16,4.99,87.52,0.45,483316.977
4819,222852.3977,550.0,1,190.53,67.53,96.79,17.15,95.93,1.52,107531.9487
4820,234147.3865,550.0,2,544.57,20.38,30.74,24.17,94.31,1.05,147723.697
4821,628152.6935,1350.5,4,901.31,22.13,32.56,25.07,97.51,0.11,628746.1878
4822,155727.5636,550.0,2,554.0,4.07,3.69,3.12,92.4,1.98,146122.1421
4823,321898.8296,1124.78,2,301.6,6.05,6.84,3.23,98.24,0.97,322526.3293
4824,103727.154,878.21,2,727.94,4.42,5.44,2.83,93.36,1.15,28950.60887
4825,250851.7502,1289.64,3,119.59,14.19,19.5,28.15,92.26,0.84,266816.8582
4826,353743.8786,550.0,3,473.01,15.86,9.74,5.39,93.84,1.97,275354.399
4827,406264.4939,952.63,3,417.99,26.62,6.15,2.2,92.29,1.67,399781.2627
4828,625244.5246,959.52,4,579.14,43.99,19.73,6.79,94.27,0.72,416438.3391
4829,221653.0451,1127.42,1,635.11,44.71,118.42,20.85,98.81,1.12,202406.6363
4830,173253.2882,768.6,1,852.11,41.28,12.44,10.69,98.92,1.6,133512.1798
4831,680967.5893,1364.29,2,288.29,35.01,31.27,6.03,91.78,1.19,537310.9652
4832,332962.2617,1242.35,3,496.93,60.9,38.75,2.64,86.42,0.53,352226.303
4833,182354.8625,550.0,3,637.95,32.73,75.47,4.78,88.35,2.19,198381.3202
4834,265244.4909,1092.04,2,898.47,36.76,12.11,14.94,99.43,1.36,224578.3704
4835,365728.1034,1212.0,3,152.59,63.58,54.24,35.39,89.25,1.52,202144.3844
4836,200372.4571,550.0,1,479.64,56.61,40.38,20.65,90.28,1.37,256426.9247
4837,120767.8679,746.8,1,303.38,8.25,109.22,31.74,93.23,1.6,20357.98788
4838,144233.9454,550.0,3,201.87,33.86,52.78,15.17,99.9,1.66,53237.96511
4839,182395.2099,1417.34,2,374.73,37.63,61.04,13.47,84.4,1.02,84379.08845
4840,232294.47,1017.19,2,300.08,18.21,46.61,3.9,89.36,2.07,210598.8555
4841,279416.6081,776.67,3,152.43,68.04,101.03,41.73,91.15,2.16,245817.3171
4842,108413.2684,550.0,1,579.54,36.55,67.91,27.26,90.61,1.97,29153.91623
4843,338282.5032,1284.46,1,647.91,0.03,31.14,27.51,93.09,1.49,288633.6131
4844,154387.13,1445.66,2,553.91,45.45,23.82,32.65,96.94,2.35,67504.40926
4845,264831.5196,705.09,1,50.75,43.91,9.54,19.27,93.73,1.72,217782.099
4846,222960.7761,657.08,2,52.16,35.64,56.93,32.81,98.85,2.27,169984.7819
4847,294006.8647,550.0,2,367.26,44.88,38.43,21.17,95.44,0.7,182318.9524
4848,484760.7987,1297.6,3,634.47,29.19,29.92,19.28,95.51,0.48,453044.0803
4849,231996.3563,1410.37,2,380.29,34.45,48.3,9.75,91.03,0.73,298927.2946
4850,404649.8598,1952.95,2,539.04,18.03,71.58,48.75,99.9,1.75,300326.5515
4851,643258.8816,1119.83,3,122.95,46.48,41.72,0.79,89.64,1.09,549893.9634
4852,549795.928,1760.77,2,459.59,46.97,83.89,31.07,95.95,2.02,445138.9535
4853,474283.5348,1613.99,3,655.87,18.35,76.51,7.46,99.9,1.49,761344.8176
4854,222090.7098,550.0,2,264.77,6.6,34.79,23.71,99.9,1.81,347421.2141
4855,416873.8237,1453.47,3,797.63,14.66,62.96,0.76,92.67,0.87,431367.9227
4856,611952.6394,1152.86,4,897.1,38.81,2.24,0.0,99.9,1.74,483291.4423
4857,284453.0662,1228.73,2,479.01,26.91,35.96,23.57,90.8,1.24,410734.3428
4858,151942.4139,550.0,2,186.83,2.73,14.45,30.85,87.81,1.99,82414.54266
4859,562834.5465,1662.03,2,450.05,37.76,14.68,18.11,90.32,1.77,482298.0464
